id,nome,nome_ptbr,tipo,cr,origem_sugerida,andar_sugerido,arquetipo_sugerido,perigo_sugerido,tratamento_sugerido,humanoid_npc_sugerido,morale_immune_sugerido,confianca,motivo
2263,Neronvain,Neronvain,humanoide,9,,,Tactical,Letal,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2264,Paper Whirlwind,Paper Whirlwind,constructo,0,Ressonante,Superfície,Brute,Ambiente,renomeacao_profunda,false,true,media,constructo (default) → Ressonante
2265,Red Wizard,Red Wizard,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2266,Severin,Severin,humanoide,11,,,Boss,Letal,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2267,Sled Dog,Sled Dog,besta,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
2268,Snake Horror,Snake Horror,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2269,Tiamat,Tiamat,demônio,30,Marginal,Margem,Boss,Letal,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
2270,Varram,Varram,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2271,Aarakocra Simulacrum,Aarakocra Simulacrum,humanoide,0.125,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2272,Alastrah,Alastrah,gigante,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo gigante → Natural
2273,Augrek Brighthelm,Augrek Brighthelm,humanoide,0,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2274,Axe of Mirabar Soldier,Axe of Mirabar Soldier,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2275,Beldora,Beldora,humanoide,0,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2276,Braxow,Braxow,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2277,Chief Guh,Chief Guh,gigante,5,Natural,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,alta,tipo gigante → Natural
2278,Chief Kartha-Kaya,Chief Kartha-Kaya,humanoide,4,,,Brute,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2279,Cinderhild,Cinderhild,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2281,Clockwork Mule,Clockwork Mule,constructo,0,Ressonante,Superfície,Brute,Ambiente,renomeacao_profunda,false,true,media,constructo (default) → Ressonante
2282,Cog,Cog,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2283,Count Thullen,Count Thullen,humanoide,10,,,Brute,Letal,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2284,Countess Sansuri,Countess Sansuri,humanoide,11,,,Brute,Letal,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2286,Cressaro,Cressaro,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2289,Darz Helgar,Darz Helgar,humanoide,0,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2290,Deadstone Cleft Stone Giant,Deadstone Cleft Stone Giant,gigante,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo gigante → Natural
2291,Duchess Brimskarda,Duchess Brimskarda,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2292,Duke Zalto,Duke Zalto,gigante,9,Natural,Superfície,Tactical,Letal,renomeacao_profunda,false,false,alta,tipo gigante → Natural
2293,Duvessa Shane,Duvessa Shane,humanoide,0,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2294,Eigeron's Ghost,Eigeron's Ghost,morto-vivo,0,Cicatricial,Eco,Brute,Ambiente,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
2295,Elister,Elister,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2296,Felbarren Dwarf,Felbarren Dwarf,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2298,Ghelryn Foehammer,Ghelryn Foehammer,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2299,Giant Raven,Giant Raven,gigante,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo gigante → Natural
2300,Great Chief Halric Bonesnapper,Great Chief Halric Bonesnapper,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2301,Harshnag,Harshnag,gigante,9,Natural,Superfície,Brute,Letal,renomeacao_profunda,false,false,alta,tipo gigante → Natural
2302,Hellenhild,Hellenhild,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2303,Huge Stone Golem,Huge Stone Golem,constructo,0,Ressonante,Superfície,Brute,Ambiente,renomeacao_profunda,false,true,media,constructo (default) → Ressonante
2304,Hulking Crab,Hulking Crab,besta,5,Natural,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,alta,tipo besta → Natural
2305,Hydia Moonmusk,Hydia Moonmusk,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2306,Ice Spider,Ice Spider,besta,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
2307,Ice Spider Queen,Ice Spider Queen,besta,2,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
2308,Imperator Uthor,Imperator Uthor,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2311,Jarl Storvald,Jarl Storvald,gigante,8,Natural,Superfície,Brute,Letal,renomeacao_profunda,false,false,alta,tipo gigante → Natural
2312,Jasper Dimmerchasm,Jasper Dimmerchasm,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2313,Kaaltar,Kaaltar,gigante,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo gigante → Natural
2314,Kella Darkhope,Kella Darkhope,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2315,Khaspere Drylund,Khaspere Drylund,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2316,King Hekaton,King Hekaton,gigante,13,Natural,Superfície,Tactical,Letal,renomeacao_profunda,false,false,alta,tipo gigante → Natural
2318,Knight of the Mithral Shield,Knight of the Mithral Shield,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2319,Lifferlas,Lifferlas,planta,0,Corrompida,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,media,planta necrotic/corrupted → Corrompida
2320,Maegera the Dawn Titan,Maegera the Dawn Titan,elemental,23,Ressonante,Superfície,Boss,Letal,renomeacao_profunda,false,true,alta,tipo elemental → Ressonante
2321,Markham Southwell,Markham Southwell,humanoide,0,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2322,Miros Xelbrin,Miros Xelbrin,humanoide,0,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2323,Mirran,Mirran,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2324,Morak Ur'gray,Morak Ur'gray,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2325,Narbeck Horn,Narbeck Horn,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2326,Narth Tezrin,Narth Tezrin,humanoide,0,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2327,Naxene Drathkala,Naxene Drathkala,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2328,Nimir,Nimir,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2329,Noori,Noori,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2330,Nym,Nym,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2331,Ogre Goblin Hucker,Ogre Goblin Hucker,gigante,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo gigante → Natural
2332,Oren Yogilvy,Oren Yogilvy,humanoide,0,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2333,Orlekto,Orlekto,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2334,Orok,Orok,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2335,Othovir,Othovir,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2336,Pow Ming,Pow Ming,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2337,Princess Serissa,Princess Serissa,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2338,Purple Wormling,Purple Wormling,monstruosidade,2,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,baixa,monstruosidade (default) → Natural
2339,Rool,Rool,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2340,Sea Elf,Sea Elf,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2341,Shaldoor,Shaldoor,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2342,Shalvus Martholio,Shalvus Martholio,humanoide,0,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2343,Sharda,Sharda,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2344,Shield Dwarf Guard,Shield Dwarf Guard,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2345,Shield Dwarf Noble,Shield Dwarf Noble,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2346,Sir Baric Nylef,Sir Baric Nylef,humanoide,0,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2347,Sirac of Suzail,Sirac of Suzail,humanoide,0,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2348,Slarkrethel,Slarkrethel,monstruosidade,25,Ressonante,Superfície,Boss,Letal,renomeacao_profunda,false,false,baixa,monstruosidade magic → Ressonante
2349,Tartha,Tartha,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2350,Tau,Tau,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2351,Thane Kayalithica,Thane Kayalithica,gigante,7,Natural,Superfície,Tactical,Letal,renomeacao_profunda,false,false,alta,tipo gigante → Natural
2352,The Weevil,The Weevil,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2353,Tholtz Daggerdark,Tholtz Daggerdark,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2354,Thunderbeast Skeleton,Thunderbeast Skeleton,morto-vivo,3,Cicatricial,Eco,Brute,Ameaça,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
2356,Tug,Tug,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2357,Turlang,Turlang,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2358,Urgala Meltimer,Urgala Meltimer,humanoide,0,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2359,Uthgardt Barbarian Leader,Uthgardt Barbarian Leader,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2360,Uthgardt Shaman,Uthgardt Shaman,humanoide,2,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2361,Vaal,Vaal,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2362,Vaasha,Vaasha,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2363,Wiri Fleagol,Wiri Fleagol,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2364,Wood Elf,Wood Elf,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2365,Xolkin Alassandar,Xolkin Alassandar,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2366,Yak,Yak,besta,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
2367,Yakfolk Priest,Yakfolk Priest,monstruosidade,4,Ressonante,Superfície,Leader,Ameaça,renomeacao_profunda,false,false,baixa,monstruosidade magic → Ressonante
2368,Yakfolk Warrior,Yakfolk Warrior,monstruosidade,3,Ressonante,Superfície,Leader,Ameaça,renomeacao_profunda,false,false,baixa,monstruosidade magic → Ressonante
2369,Young Cloud Giant,Young Cloud Giant,gigante,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo gigante → Natural
2370,Zaltember,Zaltember,gigante,1,Natural,Superfície,Tactical,Ambiente,renomeacao_profunda,false,false,alta,tipo gigante → Natural
2371,Zephyros,Zephyros,gigante,13,Natural,Superfície,Leader,Letal,renomeacao_profunda,false,false,alta,tipo gigante → Natural
2372,Zi Liang,Zi Liang,humanoide,0,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2373,Acererak,Acererak,morto-vivo,23,Cicatricial,Eco,Boss,Letal,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
2374,Albino Dwarf Spirit Warrior,Albino Dwarf Spirit Warrior,humanoide,1,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2375,Albino Dwarf Warrior,Albino Dwarf Warrior,humanoide,0.25,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2376,Aldani (Lobsterfolk),Aldani (Lobsterfolk),monstruosidade,1,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,baixa,monstruosidade (default) → Natural
2377,Almiraj,Almiraj,besta,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
2378,Ankylosaurus Zombie,Ankylosaurus Zombie,morto-vivo,3,Cicatricial,Eco,Brute,Ameaça,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
2379,Artus Cimber,Artus Cimber,humanoide,7,,,Leader,Letal,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2380,Asharra,Asharra,humanoide,2,,,Leader,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2381,Assassin Vine,Assassin Vine,planta,3,Natural,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,media,planta (default) → Natural
2382,Atropal,Atropal,morto-vivo,13,Cicatricial,Eco,Boss,Letal,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
2383,Azaka Stormfang,Azaka Stormfang,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2384,Bag of Nails,Bag of Nails,humanoide,8,,,Leader,Letal,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2385,Bosco Daggerhand,Bosco Daggerhand,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2386,Chwinga,Chwinga,elemental,0,Ressonante,Superfície,Leader,Ambiente,renomeacao_profunda,false,true,alta,tipo elemental → Ressonante
2387,Clay Gladiator,Clay Gladiator,constructo,5,Ressonante,Superfície,Tactical,Ameaça,renomeacao_profunda,false,true,media,constructo (default) → Ressonante
2388,Dragonbait,Dragonbait,humanoide,5,,,Leader,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2389,Drufi,Drufi,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2391,Ekene-Afa,Ekene-Afa,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2392,Eku,Eku,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2393,Elok Jaharwon,Elok Jaharwon,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2394,Faroul,Faroul,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2395,Fenthaza,Fenthaza,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2396,Flask of Wine,Flask of Wine,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2397,Flying Monkey,Flying Monkey,besta,0,Natural,Superfície,Swarm,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
2398,Giant Four-Armed Gargoyle,Giant Four-Armed Gargoyle,elemental,10,Ressonante,Superfície,Brute,Letal,renomeacao_profunda,false,true,alta,tipo elemental → Ressonante
2399,Giant Snapping Turtle,Giant Snapping Turtle,besta,3,Natural,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,alta,tipo besta → Natural
2400,Girallon Zombie,Girallon Zombie,morto-vivo,3,Cicatricial,Eco,Brute,Ameaça,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
2401,Gondolo,Gondolo,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2402,Grabstab,Grabstab,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2403,Grandfather Zitembe,Grandfather Zitembe,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2404,Hew Hackinstone,Hew Hackinstone,humanoide,2,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2405,Ifan Talro'a,Ifan Talro'a,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2406,Jaculi,Jaculi,besta,0.5,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
2407,Jessamine,Jessamine,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2408,Jobal,Jobal,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2409,Kamadan,Kamadan,monstruosidade,4,Natural,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,baixa,monstruosidade (default) → Natural
2410,King of Feathers,King of Feathers,monstruosidade,8,Natural,Superfície,Brute,Letal,renomeacao_profunda,false,false,baixa,monstruosidade (default) → Natural
2411,Kupalué,Kupalué,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2412,Kwayothé,Kwayothé,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2413,Laskilar,Laskilar,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2414,Liara Portyr,Liara Portyr,humanoide,4,,,Leader,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2416,Mister Threadneedle,Mister Threadneedle,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2417,Musharib,Musharib,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2418,Mwaxanaré,Mwaxanaré,humanoide,0.125,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2419,Na,Na,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2420,Nanny Pu'pu,Nanny Pu'pu,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2421,Nepartak,Nepartak,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2422,Niles Breakbone,Niles Breakbone,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2423,Ortimay Swift and Dark,Ortimay Swift and Dark,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2424,Orvex Ocrammas,Orvex Ocrammas,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2425,Pterafolk,Pterafolk,monstruosidade,1,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,baixa,monstruosidade (default) → Natural
2426,Qawasha,Qawasha,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2427,Ras Nsi,Ras Nsi,monstruosidade,7,Ressonante,Superfície,Brute,Letal,renomeacao_profunda,false,false,baixa,monstruosidade magic → Ressonante
2428,River Mist,River Mist,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2429,Salida,Salida,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2430,Sekelok,Sekelok,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2431,Shago,Shago,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2432,Skeleton Key,Skeleton Key,constructo,0,Ressonante,Superfície,Brute,Ambiente,renomeacao_profunda,false,true,media,constructo (default) → Ressonante
2433,Spiked Tomb Guardian,Spiked Tomb Guardian,constructo,6,Ressonante,Superfície,Brute,Ameaça,renomeacao_profunda,false,true,media,constructo (default) → Ressonante
2434,Stone Juggernaut,Stone Juggernaut,constructo,12,Ressonante,Superfície,Leader,Letal,renomeacao_profunda,false,true,media,constructo (default) → Ressonante
2436,Syndra Silvane,Syndra Silvane,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2437,Tabaxi Hunter,Tabaxi Hunter,humanoide,1,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2438,Tabaxi Minstrel,Tabaxi Minstrel,humanoide,0.25,,,Leader,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2439,Terracotta Warrior,Terracotta Warrior,constructo,0,Ressonante,Superfície,Brute,Ambiente,renomeacao_profunda,false,true,media,constructo (default) → Ressonante
2440,Tomb Dwarf,Tomb Dwarf,morto-vivo,3,Cicatricial,Eco,Tactical,Ameaça,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
2441,Tomb Guardian,Tomb Guardian,constructo,5,Ressonante,Superfície,Brute,Ameaça,renomeacao_profunda,false,true,media,constructo (default) → Ressonante
2442,Tri-flower Frond,Tri-flower Frond,planta,0.5,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,media,planta (default) → Natural
2443,Tyrannosaurus Zombie,Tyrannosaurus Zombie,morto-vivo,8,Cicatricial,Eco,Brute,Letal,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
2444,Valindra Shadowmantle,Valindra Shadowmantle,morto-vivo,21,Cicatricial,Eco,Boss,Letal,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
2445,"Volothamp ""Volo"" Geddarm","Volothamp ""Volo"" Geddarm",humanoide,0.25,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2446,Wakanga O'tamu,Wakanga O'tamu,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2447,Wild Dog,Wild Dog,besta,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
2448,Wine Weird,Wine Weird,elemental,0,Ressonante,Superfície,Brute,Ambiente,renomeacao_profunda,false,true,alta,tipo elemental → Ressonante
2449,Withers,Withers,morto-vivo,4,Cicatricial,Eco,Brute,Ameaça,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
2450,Xandala,Xandala,humanoide,7,,,Brute,Letal,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2451,Yellow Musk Creeper,Yellow Musk Creeper,planta,2,Corrompida,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,media,planta necrotic/corrupted → Corrompida
2452,Yellow Musk Zombie,Yellow Musk Zombie,morto-vivo,0.25,Cicatricial,Eco,Brute,Ambiente,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
2453,Yorb,Yorb,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2454,Yuan-ti Priest,Yuan-ti Priest,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2455,Zalkoré,Zalkoré,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2456,Zaroum Al-Saryak,Zaroum Al-Saryak,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2457,Zebra,Zebra,besta,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
2458,Zhanthi,Zhanthi,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2459,Zindar,Zindar,humanoide,8,,,Brute,Letal,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2460,Zorbo,Zorbo,monstruosidade,0.5,Ressonante,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,baixa,monstruosidade magic → Ressonante
2461,Ahmaergo,Ahmaergo,humanoide,9,,,Tactical,Letal,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2462,Ammalia Cassalanter,Ammalia Cassalanter,humanoide,5,,,Brute,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2464,Avi,Avi,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2465,Awakened Rat,Awakened Rat,besta,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
2466,Barnibus Blastwind,Barnibus Blastwind,humanoide,2,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
