"id","nome","nome_ptbr","tipo","subtipo","raridade","descricao"
4045,"Unseelie Staff","Unseelie Cajado","arma","cajado","Raro","[PLACEHOLDER] This ebony staff is decorated in silver and topped with a jagged piece of obsidian. This staff can be wielded as a magic quarterstaff. While holding the staff, you have advantage on Charisma checks made to influence or interact socially with fey creatures. The staff has 10 charges for the following properties. The staff regains 1d6 + 4 charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the staff dissolves into a shower of powdery snow, which blows away in a sudden, chil..."
4140,"Webbed Staff","Webbed Cajado","arma","cajado","Raro","[PLACEHOLDER] This staff is carved of ebony and wrapped in a net of silver wire. While holding it, you can't be caught in webs of any sort and can move through webs as if they were difficult terrain. This staff has 10 charges for the following properties. It regains 1d6 + 4 expended charges daily at dawn. If you expend the last charge, roll a 1d20. On a 1, spidersilk surrounds the staff in a cocoon then quickly unravels itself and the staff, destroying the staff."
2609,"Armor of Cushioning","Armadura de Cushioning","armadura","media","Incomum","[PLACEHOLDER] While wearing this armor, you have resistance to bludgeoning damage. In addition, you can use a reaction when you fall to reduce any falling damage you take by an amount equal to twice your level."
2615,"Armor of the Leaf","Armadura de the Leaf","armadura","media","Incomum","[PLACEHOLDER] This suit of armor always has a forest or leaf motif and is usually green or brown in color. While wearing this armor in forest terrain, you have advantage on Strength (Athletics) and Dexterity (Stealth) checks. You can use an action to transform the armor into a cloud of swirling razor-sharp leaves, and each creature within 10 feet of you must succeed on a DC 13 Dexterity saving throw or take 2d8 slashing damage. For 1 minute, the cloud of leaves spreads out in a 10-foot radius from you, mak..."
2619,"Armor of Warding","Armadura de Warding","armadura","media","Incomum","[PLACEHOLDER] Charms and wards made of claws, feathers, scales, or similar objects adorn this armor, which is etched with the likenesses of the creatures that contributed the adornments. The armor provides protection against a specific type of foe, indicated by its adornments. While wearing this armor, you have a bonus to AC against attacks from creatures of the type the armor wards against. The bonus is determined by its rarity. The armor provides protection against one of the following creature types: ab..."
3393,"Mithral Armor","Armadura de Mithral","armadura","pesada","Incomum","[PLACEHOLDER] Mithral is a light, flexible metal. A mithral chain shirt or breastplate can be worn under normal clothes. If the armor normally imposes disadvantage on Dexterity (Stealth) checks or has a Strength requirement, the mithral version of the armor doesn't."
568,"Armor of Invulnerability","Armadura de Invulnerability","armadura","pesada","Lendario","[PLACEHOLDER] You have resistance to nonmagical damage while you wear this armor. Additionally, you can use an action to make yourself immune to nonmagical damage for 10 minutes or until you are no longer wearing the armor. Once this special action is used, it can't be used again until the next dawn."
570,"Armor of Vulnerability (Bludgeoning)","Armadura de Vulnerability (Bludgeoning)","armadura","pesada","Raro","[PLACEHOLDER] While wearing this armor, you have resistance to bludgeoning damage. This armor is cursed, a fact that is revealed only when an identify spell is cast on the armor or you attune to it. Attuning to the armor curses you until you are targeted by the remove curse spell or similar magic; removing the armor fails to end the curse. While cursed you have vulnerability to piercing and slashing damage."
571,"Armor of Vulnerability (Piercing)","Armadura de Vulnerability (Piercing)","armadura","pesada","Raro","[PLACEHOLDER] While wearing this armor, you have resistance to piercing damage. This armor is cursed, a fact that is revealed only when an identify spell is cast on the armor or you attune to it. Attuning to the armor curses you until you are targeted by the remove curse spell or similar magic; removing the armor fails to end the curse. While cursed you have vulnerability to bludgeoning and slashing damage."
572,"Armor of Vulnerability (Slashing)","Armadura de Vulnerability (Slashing)","armadura","pesada","Raro","[PLACEHOLDER] While wearing this armor, you have resistance to slashing damage. This armor is cursed, a fact that is revealed only when an identify spell is cast on the armor or you attune to it. Attuning to the armor curses you until you are targeted by the remove curse spell or similar magic; removing the armor fails to end the curse. While cursed you have vulnerability to bludgeoning and piercing damage."
2612,"Armor of Resistance","Armor de Resistência","armadura","leve","Raro","[PLACEHOLDER] You have resistance to one type of damage while you wear this armor. The GM chooses the type or determines it randomly from the options below. | d10 | Damage Type | |-----|-------------| | 1   | Acid        | | 2   | Cold        | | 3   | Fire        | | 4   | Force       | | 5   | Lightning   | | 6   | Necrotic    | | 7   | Poison      | | 8   | Psychic     | | 9   | Radiant     | | 10  | Thunder     |"
2614,"Armor of Spite","Armadura de Spite","armadura","media","Raro","[PLACEHOLDER] Unholy glyphs engraved on this black iron magic armor burn with a faint, orange light. While wearing the armor, you gain a +1 bonus to your AC. At the start of your turn, you can choose to allow attack rolls against you to have advantage. If you do, the glyphs shed dim light in a 5-foot radius, and you can use a reaction when a creature hits you with an attack to force the attacker to take necrotic damage equal to twice your proficiency bonus."
2616,"Armor of the Ngobou","Armadura de the Ngobou","armadura","media","Raro","[PLACEHOLDER] This thick and rough armor is made from the hide of a Ngobou (see Tome of Beasts), an aggressive, ox-sized dinosaur known to threaten elephants of the plains. The horns and tusks of the dinosaur are worked into the armor as spiked shoulder pads. While wearing this armor, you gain a +1 bonus to AC, and you have a magical sense for elephants. You automatically detect if an elephant has passed within 90 feet of your location within the last 24 hours, and you have advantage on any Wisdom (Percept..."
2617,"Armor of Vulnerability","Armadura de Vulnerability","armadura","pesada","Raro","[PLACEHOLDER] While wearing this armor, you have resistance to one of the following damage types: bludgeoning, piercing, or slashing. The GM chooses the type or determines it randomly. _Curse_. This armor is cursed, a fact that is revealed only when an _identify_ spell is cast on the armor or you attune to it. Attuning to the armor curses you until you are targeted by the _remove curse_ spell or similar magic; removing the armor fails to end the curse. While cursed, you have vulnerability to two of the thr..."
3854,"Spearbiter","Lançabiter","armadura","media","Raro","[PLACEHOLDER] The front of this shield is fashioned in the shape of a snarling wolf ’s head. Spearbiter (Uncommon). When a creature you can see within 5 feet of you makes a melee weapon attack against you, you can use a reaction to attack the attacker’s weapon, the wolf ’s head animating and snapping its jaws at the weapon. Make a melee weapon attack with the shield. You have proficiency with this attack if you are proficient with shields. If the result is higher than the attacker’s attack roll against you..."
1723,"Potion of Climbing","Poção of Climbing","consumivel","pocao","Comum","[PLACEHOLDER] When you drink this potion, you gain a climbing speed equal to your walking speed for 1 hour. During this time, you have advantage on Strength (Athletics) checks you make to climb. The potion is separated into brown, silver, and gray layers resembling bands of stone. Shaking the bottle fails to mix the colors."
1729,"Potion of Comprehension","Poção of Comprehension","consumivel","pocao","Comum","[PLACEHOLDER] When you drink this potion, you gain the effect of a comprehend languages spell for 1 hour. This liquid is a clear concoction with bits of salt and soot swirling in it."
1802,"Potion of Watchful Rest","Poção of Watchful Rest","consumivel","pocao","Comum","[PLACEHOLDER] When you drink this potion, you gain the following benefits for the next 8 hours: magic can't put you to sleep, and you can remain awake during a long rest and still gain its benefits. This sweet, amber-colored brew has no effect on creatures that don't require sleep, such as elves."
2176,"Spell Scroll (1st Level)","Spell Pergaminho (1st Level)","consumivel","pergaminho","Comum","[PLACEHOLDER] A spell scroll bears the words of a single spell, written as a mystical cipher. If the spell is on your class's spell list, you can read the scroll and cast its spell without providing any material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the words on the scroll fade, and it crumbles to dust. If the casting is interrupted, the scroll is not lost. If the spell is on your class'..."
2185,"Spell Scroll (Cantrip)","Spell Pergaminho (Cantrip)","consumivel","pergaminho","Comum","[PLACEHOLDER] A spell scroll bears the words of a single spell, written as a mystical cipher. If the spell is on your class's spell list, you can read the scroll and cast its spell without providing any material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the words on the scroll fade, and it crumbles to dust. If the casting is interrupted, the scroll is not lost. If the spell is on your class'..."
2187,"Spell Scroll (Level 1)","Spell Pergaminho (Level 1)","consumivel","pergaminho","Comum","[PLACEHOLDER] A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the scroll crumbles to dust. If the casting is interrupted, the scroll isn't lost. If the spell is on your spell list but of a higher level than you can normally ..."
2702,"Bloodlink Potion","Bloodlink Poção","consumivel","pocao","Comum","[PLACEHOLDER] When you and another willing creature each drink at least half this potion, your life energies are linked for 1 hour. When you or the creature who drank the potion with you take damage while your life energies are linked, the total damage is divided equally between you. If the damage is an odd number, roll randomly to assign the extra point of damage. The effect is halted while you and the other creature are separated by more than 60 feet. The effect ends if either of you drop to 0 hit points..."
3519,"Potion of Bad Taste","Poção of Bad Taste","consumivel","pocao","Comum","[PLACEHOLDER] This brown, sludgy potion tastes extremely foul. When you drink this potion, the taste of your flesh is altered to be unpalatable for 1 hour. During this time, if a creature hits you with a bite attack, it must succeed on a DC 10 Constitution saving throw or spend its next action gagging and retching. A creature with an Intelligence of 4 or lower avoids biting you again unless compelled or commanded by an outside force or if you attack it."
3521,"Potion of Buoyancy","Poção of Buoyancy","consumivel","pocao","Comum","[PLACEHOLDER] When you drink this clear, effervescent liquid, your body becomes unnaturally buoyant for 1 hour. When you are immersed in water or other liquids, you rise to the surface (at a rate of up to 30 feet per round) to float and bob there. You have advantage on Strength (Athletics) checks made to swim or stay afloat in rough water, and you automatically succeed on such checks in calm waters."
3530,"Potion of Effulgence","Poção of Effulgence","consumivel","pocao","Comum","[PLACEHOLDER] When you drink this potion, your skin glows with radiance, and you are filled with joy and bliss for 1 minute. You shed bright light in a 30-foot radius and dim light for an additional 30 feet. This light is sunlight. While glowing, you are blinded and have disadvantage on Dexterity (Stealth) checks to hide. If a creature with the Sunlight Sensitivity trait starts its turn in the bright light you shed, it takes 2d4 radiant damage. This potion's golden liquid sparkles with motes of sunlight."
3556,"Potion of Skating","Poção of Skating","consumivel","pocao","Comum","[PLACEHOLDER] For 1 hour after you drink this potion, you can move across icy surfaces without needing to make an ability check, and difficult terrain composed of ice or snow doesn't cost you extra movement. This sparkling blue liquid contains tiny snowflakes that disappear when shaken."
3559,"Potion of Transparency","Poção of Transparency","consumivel","pocao","Comum","[PLACEHOLDER] The liquid in this vial is clear like water, and it gives off a slight iridescent sheen when shaken or swirled. When you drink this potion, you and everything you are wearing and carrying turn transparent, but not completely invisible, for 10 minutes. During this time, you have advantage on Dexterity (Stealth) checks, and ranged attacks against you have disadvantage."
3767,"Scrolls of Correspondence","Pergaminhos of Correspondence","consumivel","pergaminho","Comum","[PLACEHOLDER] These vellum scrolls always come in pairs. Anything written on one scroll also appears on the matching scroll, as long as they are both on the same plane of existence. Each scroll can hold up to 75 words at a time. While writing on one scroll, you are aware that the words are appearing on a paired scroll, and you know if no creature bears the paired scroll. The scrolls don't translate words written on them, and the reader and writer must be able to read and write the same language to understa..."
1715,"Potion of Acid Resistance","Poção of Acid Resistance","consumivel","pocao","Incomum","[PLACEHOLDER] {#itemEntry Potion of Resistance}"
1717,"Potion of Advantage","Poção of Advantage","consumivel","pocao","Incomum","[PLACEHOLDER] When you drink this potion, you gain advantage on one ability check, attack roll, or saving throw of your choice that you make within the next hour. This potion takes the form of a sparkling, golden mist that moves and pours like water."
1718,"Potion of Animal Friendship","Poção of Animal Friendship","consumivel","pocao","Incomum","[PLACEHOLDER] When you drink this potion, you can cast the animal friendship spell (save 13) for 1 hour at will. Agitating this muddy liquid brings little bits into view: a fish scale, a hummingbird tongue, a cat claw, or a squirrel hair."
1727,"Potion of Cold Resistance","Poção of Cold Resistance","consumivel","pocao","Incomum","[PLACEHOLDER] {#itemEntry Potion of Resistance}"
1734,"Potion of Fire Breath","Poção of Fire Breath","consumivel","pocao","Incomum","[PLACEHOLDER] After drinking this potion, you can use a bonus action to exhale fire at a target within 30 feet of you. The target must make a 13 Dexterity saving throw, taking 4d6 fire damage on a failed save, or half as much damage on a successful one. The effect ends after you exhale the fire three times or when 1 hour has passed. This potion's orange liquid flickers, and smoke fills the top of the container and wafts out whenever it is opened."
1738,"Potion of Fire Resistance","Poção of Fire Resistance","consumivel","pocao","Incomum","[PLACEHOLDER] {#itemEntry Potion of Resistance}"
1742,"Potion of Force Resistance","Poção of Force Resistance","consumivel","pocao","Incomum","[PLACEHOLDER] {#itemEntry Potion of Resistance}"
1749,"Potion of Greater Healing","Poção of Greater Healing","consumivel","pocao","Incomum","[PLACEHOLDER] You regain 4d4 + 4 hit points when you drink this potion. The potion's red liquid glimmers when agitated."
1752,"Potion of Growth","Poção of Growth","consumivel","pocao","Incomum","[PLACEHOLDER] When you drink this potion, you gain the ""enlarge"" effect of the enlarge/reduce spell for 1d4 hours (no concentration required). The red in the potion's liquid continuously expands from a tiny bead to color the clear liquid around it and then contracts. Shaking the bottle fails to interrupt this process."
1758,"Potion of Hill Giant Strength","Poção of Hill Giant Strength","consumivel","pocao","Incomum","[PLACEHOLDER] When you drink this potion, your Strength score changes to 21 for 1 hour. The potion has no effect on you if your Strength is equal to or greater than that score. This potion's transparent liquid has floating in it a sliver of fingernail from a hill giant."
1764,"Potion of Lightning Resistance","Poção of Lightning Resistance","consumivel","pocao","Incomum","[PLACEHOLDER] {#itemEntry Potion of Resistance}"
1774,"Potion of Necrotic Resistance","Poção of Necrotic Resistance","consumivel","pocao","Incomum","[PLACEHOLDER] {#itemEntry Potion of Resistance}"
1776,"Potion of Poison","Poção of Poison","consumivel","pocao","Incomum","[PLACEHOLDER] This concoction looks, smells, and tastes like a potion of healing or other beneficial potion. However, it is actually poison masked by illusion magic. An identify spell reveals its true nature. If you drink it, you take 3d6 poison damage, and you must succeed on a 13 Constitution saving throw or be poisoned. At the start of each of your turns while you are poisoned in this way, you take 3d6 poison damage. At the end of each of your turns, you can repeat the saving throw. On a successful save..."
1778,"Potion of Poison Resistance","Poção of Poison Resistance","consumivel","pocao","Incomum","[PLACEHOLDER] {#itemEntry Potion of Resistance}"
1780,"Potion of Polychromy","Poção of Polychromy","consumivel","pocao","Incomum","[PLACEHOLDER] When you drink this potion, you and everything you are wearing or carrying take on a rainbow-hued appearance for 1 hour. During that time, you can use a bonus action to turn any color or combination of colors you choose. If you mimic the colors of your surroundings, your hues continually shift to match your surroundings, and you have advantage on Dexterity (Stealth) checks until you change your colors again or the potion wears off. The potion is separated into seven brightly colored bands of ..."
1782,"Potion of Psionic Fortitude","Poção of Psionic Fortitude","consumivel","pocao","Incomum","[PLACEHOLDER] When you drink this potion, you have advantage for 1 hour on saving throws you make to avoid or end the charmed or stunned condition on yourself. This black potion swirls with shimmering flecks of pink and purple."
1783,"Potion of Psychic Resistance","Poção of Psychic Resistance","consumivel","pocao","Incomum","[PLACEHOLDER] {#itemEntry Potion of Resistance}"
1785,"Potion of Pugilism","Poção of Pugilism","consumivel","pocao","Incomum","[PLACEHOLDER] After you drink this potion, each Unarmed Strike you make deals an extra 1d6 Force damage on a hit. This effect lasts 10 minutes. This potion is a thick green fluid that tastes like spinach."
1786,"Potion of Radiant Resistance","Poção of Radiant Resistance","consumivel","pocao","Incomum","[PLACEHOLDER] {#itemEntry Potion of Resistance}"
1798,"Potion of Thunder Resistance","Poção of Thunder Resistance","consumivel","pocao","Incomum","[PLACEHOLDER] {#itemEntry Potion of Resistance}"
1803,"Potion of Water Breathing","Poção of Water Breathing","consumivel","pocao","Incomum","[PLACEHOLDER] You can breathe underwater for 1 hour after drinking this potion. Its cloudy green fluid smells of the sea and has a jellyfish-like bubble floating in it."
2177,"Spell Scroll (2nd Level)","Spell Pergaminho (2nd Level)","consumivel","pergaminho","Incomum","[PLACEHOLDER] A spell scroll bears the words of a single spell, written as a mystical cipher. If the spell is on your class's spell list, you can read the scroll and cast its spell without providing any material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the words on the scroll fade, and it crumbles to dust. If the casting is interrupted, the scroll is not lost. If the spell is on your class'..."
2178,"Spell Scroll (3rd Level)","Spell Pergaminho (3rd Level)","consumivel","pergaminho","Incomum","[PLACEHOLDER] A spell scroll bears the words of a single spell, written as a mystical cipher. If the spell is on your class's spell list, you can read the scroll and cast its spell without providing any material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the words on the scroll fade, and it crumbles to dust. If the casting is interrupted, the scroll is not lost. If the spell is on your class'..."
2188,"Spell Scroll (Level 2)","Spell Pergaminho (Level 2)","consumivel","pergaminho","Incomum","[PLACEHOLDER] A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the scroll crumbles to dust. If the casting is interrupted, the scroll isn't lost. If the spell is on your spell list but of a higher level than you can normally ..."
2189,"Spell Scroll (Level 3)","Spell Pergaminho (Level 3)","consumivel","pergaminho","Incomum","[PLACEHOLDER] A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the scroll crumbles to dust. If the casting is interrupted, the scroll isn't lost. If the spell is on your spell list but of a higher level than you can normally ..."
3160,"Greater Potion of Troll Blood","Greater Poção of Troll Blood","consumivel","pocao","Incomum","[PLACEHOLDER] When drink this potion, you regain 3 hit points at the start of each of your turns. After it has restored 30 hit points, the potion's effects end."
3516,"Potion of Air Breathing","Poção of Air Breathing","consumivel","pocao","Incomum","[PLACEHOLDER] This potion's pale blue fluid smells like salty air, and a seagull's feather floats in it. You can breathe air for 1 hour after drinking this potion. If you could already breathe air, this potion has no effect."
3520,"Potion of Bouncing","Poção of Bouncing","consumivel","pocao","Incomum","[PLACEHOLDER] A small, red sphere bobs up and down in the clear, effervescent liquid inside this bottle but disappears when the bottle is opened. When you drink this potion, your body becomes rubbery, and you are immune to falling damage for 1 hour. If you fall at least 10 feet, your body bounces back the same distance. As a reaction while falling, you can angle your fall and position your legs to redirect this distance. For example, if you fall 60 feet, you can redirect your bounce to propel you 30 feet u..."
3528,"Potion of Dire Cleansing","Poção of Dire Cleansing","consumivel","pocao","Incomum","[PLACEHOLDER] For 1 hour after drinking this potion, you have resistance to poison damage, and you have advantage on saving throws against being blinded, deafened, paralyzed, and poisoned. In addition, if you are poisoned, this potion neutralizes the poison. Known for its powerful, somewhat burning smell, this potion is difficult to drink, requiring a successful DC 13 Constitution saving throw to drink it. On a failure, you are poisoned for 10 minutes and don't gain the benefits of the potion."
3529,"Potion of Ebbing Strength","Poção of Ebbing Strength","consumivel","pocao","Incomum","[PLACEHOLDER] When you drink this potion, your Strength score changes to 25 for 1 hour. The potion has no effect on you if your Strength is equal to or greater than that score. The recipe for this potion is flawed and infused with dangerous Void energies. When you drink this potion, you are also poisoned. While poisoned, you take 2d4 poison damage at the end of each minute. If you are reduced to 0 hit points while poisoned, you have disadvantage on death saving throws. This bubbling, pale blue potion is co..."
3534,"Potion of Freezing Fog","Poção of Freezing Fog","consumivel","pocao","Incomum","[PLACEHOLDER] After drinking this potion, you can use an action to exhale a cloud of icy fog in a 20-foot cube originating from you. The cloud spreads around corners, and its area is heavily obscured. It lasts for 1 minute or until a wind of moderate or greater speed (at least 10 miles per hour) disperses it. When a creature enters the cloud for the first time on a turn or starts its turn there, that creature must succeed on a DC 13 Constitution saving throw or take 2d4 cold damage. The effects of this pot..."
3548,"Potion of Malleability","Poção of Malleability","consumivel","pocao","Incomum","[PLACEHOLDER] The glass bottle holding this thick, red liquid is strangely pliable, and compresses in your hand under the slightest pressure while it still holds the magical liquid. When you drink this potion, your body becomes extremely flexible and adaptable to pressure. For 1 hour, you have resistance to bludgeoning damage, can squeeze through a space large enough for a creature two sizes smaller than you, and have advantage on Dexterity (Acrobatics) checks made to escape a grapple."
3764,"Scroll of Conjuring","Pergaminho of Conjuring","consumivel","pergaminho","Incomum","[PLACEHOLDER] By using an action to recite the incantation inscribed on this scroll, you can conjure a creature to assist you, chosen by the GM or determined by rolling a d8 and consulting the appropriate table. Once the creature appears, the scroll crumbles to dust and is destroyed. The creature vanishes after 8 hours or when it is reduced to 0 hit points. The creature is friendly to you and your companions, and it acts on your turn. You can use a bonus action to command how the creature moves and what ac..."
3765,"Scroll of Fabrication","Pergaminho of Fabrication","consumivel","pergaminho","Incomum","[PLACEHOLDER] You can draw a picture of any object that is Large or smaller on the face of this blank scroll. When the drawing is complete, it becomes a real, nonmagical, three-dimensional object. Thus, a drawing of a backpack becomes an actual backpack you can use to store and carry items. Any object created by the scroll can be destroyed by the dispel magic spell, by taking it into the area of an antimagic field, or by similar circumstances. Nothing created by the scroll can have a value greater than 25 ..."
3766,"Scroll of Treasure Finding","Pergaminho of Treasure Finding","consumivel","pergaminho","Incomum","[PLACEHOLDER] Each scroll of treasure finding works for a specific type of treasure. You can use an action to read the scroll and sense whether that type of treasure is present within 1 mile of you for 1 hour. This scroll reveals the treasure's general direction, but not its specific location or amount. The GM chooses the type of treasure or determines it by rolling a d100 and consulting the following table. | dice: 1d% | Treasure Type | | ----------- | ------------- | | 01-10 | Copper | | 11-20 | Silver |..."
1594,"Nether Scroll of Azumar","Nether Pergaminho of Azumar","consumivel","pergaminho","Lendario","[PLACEHOLDER] Unlike most scrolls, a Nether Scroll of Azumar is not a consumable magic item. It takes 30 days of concentrated study—at least 8 hours per day—to attempt to understand this scroll. After completing this study, you must make a 25 Intelligence (Arcana) check. If this check fails, you take 16d10 psychic damage, and you can attempt the check again after another 30 days of concentrated study. When you succeed on the check, you gain the following benefits: Your Intelligence score increases by 2, to..."
1733,"Potion of Dragon's Majesty","Poção of Dragon's Majesty","consumivel","pocao","Lendario","[PLACEHOLDER] This potion looks like liquid gold, with a single scale from a chromatic, gem, or metallic dragon suspended in it. When you drink this potion, you transform into an adult dragon of the same kind as the dragon the scale came from. The transformation lasts for 1 hour. Any equipment you are wearing or carrying melds into your new form or falls to the ground (your choice). For the duration, you use the game statistics of the adult dragon instead of your own, but you retain your languages, persona..."
1748,"Potion of Giant Size","Poção of Giant Size","consumivel","pocao","Lendario","[PLACEHOLDER] When you drink this potion, you become Huge for 24 hours if you are Medium or smaller, otherwise the potion does nothing. For that duration, your Strength becomes 25, if it isn't already higher, and your hit point maximum is doubled (your current hit points are doubled when you drink the potion). In addition, the reach of your melee attacks increases by 5 feet. Everything you are carrying and wearing also increases in size for the duration. When rolling damage for weapons enlarged in this man..."
1792,"Potion of Storm Giant Strength","Poção of Storm Giant Strength","consumivel","pocao","Lendario","[PLACEHOLDER] When you drink this potion, your Strength score changes to 29 for 1 hour. The potion has no effect on you if your Strength is equal to or greater than that score. This potion's transparent liquid has floating in it a sliver of fingernail from a storm giant."
2065,"Scroll of Tarrasque Summoning","Pergaminho of Tarrasque Summoning","consumivel","pergaminho","Lendario","[PLACEHOLDER] Using an action to read the scroll causes the tarrasque (see the creature's entry in the Monster Manual) to appear in an unoccupied space you can see within 1 mile of you. The tarrasque disappears when it drops to 0 hit points and is hostile toward all creatures other than itself."
2066,"Scroll of the Comet","Pergaminho of the Comet","consumivel","pergaminho","Lendario","[PLACEHOLDER] By using an action to read the scroll, you cause a comet to fall from the sky and crash to the ground at a point you can see up to 1 mile away from you. You must be outdoors when you use the scroll, or nothing happens and the scroll is wasted. The comet creates a 50-foot-deep, 500-foot-radius crater on impact. Any creature in that radius must make a 20 Dexterity saving throw, taking 30d10 force damage on a failed saving throw, or half as much damage on a successful one. All structures in the ..."
2067,"Scroll of Titan Summoning (Animal Lord)","Pergaminho of Titan Summoning (Animal Lord)","consumivel","pergaminho","Lendario","[PLACEHOLDER] When you take a Magic action to read this scroll, an Animal Lord appears in an unoccupied space on the ground or in water that you can see within 1 mile of yourself. The Animal Lord is Hostile [Attitude] toward all other creatures and disappears when it drops to 0 Hit Points. If the Animal Lord is summoned into a space that isn't large enough to contain it, the summoning fails, and the scroll is wasted."
2068,"Scroll of Titan Summoning (Blob of Annihilation)","Pergaminho of Titan Summoning (Blob of Annihilation)","consumivel","pergaminho","Lendario","[PLACEHOLDER] When you take a Magic action to read this scroll, a Blob of Annihilation appears in an unoccupied space on the ground or in water that you can see within 1 mile of yourself. The Blob of Annihilation is Hostile [Attitude] toward all other creatures and disappears when it drops to 0 Hit Points. If the Blob of Annihilation is summoned into a space that isn't large enough to contain it, the summoning fails, and the scroll is wasted."
2069,"Scroll of Titan Summoning (Colossus)","Pergaminho of Titan Summoning (Colossus)","consumivel","pergaminho","Lendario","[PLACEHOLDER] When you take a Magic action to read this scroll, a Colossus appears in an unoccupied space on the ground or in water that you can see within 1 mile of yourself. The Colossus is Hostile [Attitude] toward all other creatures and disappears when it drops to 0 Hit Points. If the Colossus is summoned into a space that isn't large enough to contain it, the summoning fails, and the scroll is wasted."
2070,"Scroll of Titan Summoning (Elemental Cataclysm)","Pergaminho of Titan Summoning (Elemental Cataclysm)","consumivel","pergaminho","Lendario","[PLACEHOLDER] When you take a Magic action to read this scroll, an Elemental Cataclysm appears in an unoccupied space on the ground or in water that you can see within 1 mile of yourself. The Elemental Cataclysm is Hostile [Attitude] toward all other creatures and disappears when it drops to 0 Hit Points. If the Elemental Cataclysm is summoned into a space that isn't large enough to contain it, the summoning fails, and the scroll is wasted."
2071,"Scroll of Titan Summoning (Empyrean)","Pergaminho of Titan Summoning (Empyrean)","consumivel","pergaminho","Lendario","[PLACEHOLDER] When you take a Magic action to read this scroll, an Empyrean appears in an unoccupied space on the ground or in water that you can see within 1 mile of yourself. The Empyrean is Hostile [Attitude] toward all other creatures and disappears when it drops to 0 Hit Points. If the Empyrean is summoned into a space that isn't large enough to contain it, the summoning fails, and the scroll is wasted."
2072,"Scroll of Titan Summoning (Kraken)","Pergaminho of Titan Summoning (Kraken)","consumivel","pergaminho","Lendario","[PLACEHOLDER] When you take a Magic action to read this scroll, a Kraken appears in an unoccupied space in water that you can see within 1 mile of yourself. A kraken requires a body of water large enough to contain it, or the summoning fails and the scroll is wasted The Kraken is Hostile [Attitude] toward all other creatures and disappears when it drops to 0 Hit Points. If the Kraken is summoned into a space that isn't large enough to contain it, the summoning fails, and the scroll is wasted."
2073,"Scroll of Titan Summoning (Tarrasque)","Pergaminho of Titan Summoning (Tarrasque)","consumivel","pergaminho","Lendario","[PLACEHOLDER] When you take a Magic action to read this scroll, a Tarrasque appears in an unoccupied space on the ground or in water that you can see within 1 mile of yourself. The Tarrasque is Hostile [Attitude] toward all other creatures and disappears when it drops to 0 Hit Points. If the Tarrasque is summoned into a space that isn't large enough to contain it, the summoning fails, and the scroll is wasted."
2184,"Spell Scroll (9th Level)","Spell Pergaminho (9th Level)","consumivel","pergaminho","Lendario","[PLACEHOLDER] A spell scroll bears the words of a single spell, written as a mystical cipher. If the spell is on your class's spell list, you can read the scroll and cast its spell without providing any material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the words on the scroll fade, and it crumbles to dust. If the casting is interrupted, the scroll is not lost. If the spell is on your class'..."
2195,"Spell Scroll (Level 9)","Spell Pergaminho (Level 9)","consumivel","pergaminho","Lendario","[PLACEHOLDER] A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the scroll crumbles to dust. If the casting is interrupted, the scroll isn't lost. If the spell is on your spell list but of a higher level than you can normally ..."
3955,"Supreme Potion of Troll Blood","Supreme Poção of Troll Blood","consumivel","pocao","Lendario","[PLACEHOLDER] When you drink this potion, you regain 8 hit points at the start of each of your turns. After it has restored 80 hit points, the potion's effects end."
1725,"Potion of Cloud Giant Strength","Poção of Cloud Giant Strength","consumivel","pocao","Muito Raro","[PLACEHOLDER] When you drink this potion, your Strength score changes to 27 for 1 hour. The potion has no effect on you if your Strength is equal to or greater than that score. This potion's transparent liquid has floating in it a sliver of fingernail from a cloud giant."
